zpid,address,Latitude,Longitude
46123485," 521 W Winter Park St, Orlando, FL 32804",28.575584,-81.38577
46123487," 515 W Winter Park St, Orlando, FL 32804",28.575599,-81.385433
46123511," 2413 Musselwhite Ave, Orlando, FL 32804",28.573248,-81.378243
46123516," 2502 Depauw Ave, Orlando, FL 32804",28.574265,-81.379615
46123527," 2300 Depauw Ave, Orlando, FL 32804",28.572295,-81.379584
46123561," 2504 Musselwhite Ave, Orlando, FL 32804",28.574272,-81.378546
46123562," 2500 Musselwhite Ave, Orlando, FL 32804",28.574135,-81.378544
46123563," 2422 Musselwhite Ave, Orlando, FL 32804",28.573997,-81.378542
46123565," 2412 Musselwhite Ave, Orlando, FL 32804",28.573722,-81.378538
46123568," 2402 Musselwhite Ave, Orlando, FL 32804",28.57329,-81.378531
46123569," 2320 Musselwhite Ave, Orlando, FL 32804",28.572998,-81.378526
46123572," 2308 Musselwhite Ave, Orlando, FL 32804",28.572576,-81.37852
46123591," 2423 Musselwhite Ave, Orlando, FL 32804",28.57399,-81.377931
46123622," 2007 Gerda Ter, Orlando, FL 32804",28.569871,-81.38135
46123625," 1915 Gerda Ter, Orlando, FL 32804",28.56911,-81.381298
46123627," 1903 Gerda Ter, Orlando, FL 32804",28.568723,-81.381309
46123628," 1841 Gerda Ter, Orlando, FL 32804",28.568372,-81.381314
46123629," 1837 Gerda Ter, Orlando, FL 32804",28.568224,-81.381312
46123631," 1825 Gerda Ter, Orlando, FL 32804",28.567823,-81.381348
46123646," 2000 Gerda Ter, Orlando, FL 32804",28.569661,-81.381985
46123649," 2016 Gerda Ter, Orlando, FL 32804",28.57022,-81.381862
46123663," 24 W Yale St, Orlando, FL 32804",28.569246,-81.380096
46123669," 3 W Vanderbilt St, Orlando, FL 32804",28.56859,-81.379041
46123683," 11 W New Hampshire St, Orlando, FL 32804",28.567787,-81.379604
46123691," 215 W Winter Park St, Orlando, FL 32804",28.574907,-81.38153
46123696," 242 W Winter Park St, Orlando, FL 32804",28.574578,-81.382801
46123723," 27 W Harvard St, Orlando, FL 32804",28.570685,-81.380277
46123728," 39 W Yale St, Orlando, FL 32804",28.569655,-81.380462
46123730," 21 W Yale St, Orlando, FL 32804",28.569791,-81.380017
46123731," 227 NW Ivanhoe Blvd, Orlando, FL 32804",28.567082,-81.38268
46123735," 1838 Ivanhoe Rd, Orlando, FL 32804",28.568386,-81.383045
46123736," 1842 Ivanhoe Rd, Orlando, FL 32804",28.568571,-81.383038
46123738," 1910 Ivanhoe Rd, Orlando, FL 32804",28.568973,-81.383045
46123745," 1839 Ivanhoe Rd, Orlando, FL 32804",28.568387,-81.382295
46123758," 2115 Ivanhoe Rd, Orlando, FL 32804",28.570891,-81.382384
46123759," 2121 Ivanhoe Rd, Orlando, FL 32804",28.571051,-81.382386
46123765," 2110 Ivanhoe Rd, Orlando, FL 32804",28.570721,-81.383101
46123766," 2112 Ivanhoe Rd, Orlando, FL 32804",28.570893,-81.383034
46123767," 2118 Ivanhoe Rd, Orlando, FL 32804",28.571038,-81.382905
46123773," 2933 N Westmoreland Dr, Orlando, FL 32804",28.578278,-81.392499
46123788," 2827 Carl Ter, Orlando, FL 32804",28.577083,-81.390241
46123789," 2821 Carl Ter, Orlando, FL 32804",28.57691,-81.390238
46123803," 2919 Carroll Pl, Orlando, FL 32804",28.577859,-81.391334
46123805," 2907 Carroll Pl, Orlando, FL 32804",28.577323,-81.391166
46123811," 2803 Carroll Pl, Orlando, FL 32804",28.576222,-81.391308
46123813," 2808 Carroll Pl, Orlando, FL 32804",28.576481,-81.391733
46123815," 2818 Carroll Pl, Orlando, FL 32804",28.576866,-81.391745
46123817," 2902 Carroll Pl, Orlando, FL 32804",28.577207,-81.391751
46123818," 2908 Carroll Pl, Orlando, FL 32804",28.577397,-81.391754
46123821," 910 Silver Dr, Orlando, FL 32804",28.577867,-81.392055
46123825," 2825 N Westmoreland Dr, Orlando, FL 32804",28.577018,-81.39219
46123828," 2805 N Westmoreland Dr, Orlando, FL 32804",28.576338,-81.392262
46123840," 718 Clayton St, Orlando, FL 32804",28.575846,-81.390351
46123852," 2215 Oberlin Ave, Orlando, FL 32804",28.571943,-81.380984
46123854," 2209 Oberlin Ave, Orlando, FL 32804",28.571785,-81.380974
46123856," 520 Rugby St, Orlando, FL 32804",28.573227,-81.386173
46123859," 3306 Depauw Ave, Orlando, FL 32804",28.581655,-81.379435
46123871," 12 W Hazel St, Orlando, FL 32804",28.578244,-81.379621
46123881," 123 W Evans St, Orlando, FL 32804",28.577852,-81.381225
46123891," 3 E Evans St, Orlando, FL 32804",28.577724,-81.378944
46123892," 2909 Depauw Ave, Orlando, FL 32804",28.577972,-81.378948
46123900," 45 E Evans St, Orlando, FL 32804",28.577859,-81.377466
46123911," 118 W Evans St, Orlando, FL 32804",28.577269,-81.380979
46123926," 48 E King St, Orlando, FL 32804",28.576474,-81.377369
46123928," 40 E King St, Orlando, FL 32804",28.576369,-81.377586
46123934," 6 E King St, Orlando, FL 32804",28.576358,-81.378926
46123938," 20 W King St, Orlando, FL 32804",28.576346,-81.379907
46123941," 106 W King St, Orlando, FL 32804",28.57634,-81.380499
46123960," 15 E Spruce St, Orlando, FL 32804",28.576005,-81.378516
46123967," 2712 Formosa Ave, Orlando, FL 32804",28.576025,-81.377301
46123974," 22 E Spruce St, Orlando, FL 32804",28.575637,-81.378137
46123981," 17 E Winter Park St, Orlando, FL 32804",28.575178,-81.37866
46123990," 205 Oglethorpe Pl, Orlando, FL 32804",28.574298,-81.38157
46124012," 223 W Orlando St, Orlando, FL 32804",28.57334,-81.382221
46124019," 240 Oglethorpe Pl, Orlando, FL 32804",28.573675,-81.382903
46124020," 234 Oglethorpe Pl, Orlando, FL 32804",28.573678,-81.382707
46124034," 241 Emory Pl, Orlando, FL 32804",28.572411,-81.382897
46124041," 209 W Princeton St, Orlando, FL 32804",28.571524,-81.381563
46124045," 221 W Princeton St, Orlando, FL 32804",28.571514,-81.382278
46124046," 231 W Princeton St, Orlando, FL 32804",28.571235,-81.382469
46124073," 2614 N Westmoreland Dr, Orlando, FL 32804",28.575269,-81.393681
46124074," 2636 N Westmoreland Dr, Orlando, FL 32804",28.576195,-81.394896
46124079," 3312 Eagle Blvd, Orlando, FL 32804",28.581681,-81.387664
46124080," 229 Emory Pl, Orlando, FL 32804",28.572467,-81.382386
46124090," 507 W Princeton St, Orlando, FL 32804",28.57145,-81.386135
46124092," 2212 Princeton Ct, Orlando, FL 32804",28.571709,-81.386036
46124095," 2304 Princeton Ct, Orlando, FL 32804",28.572185,-81.386044
46124097," 2316 Princeton Ct, Orlando, FL 32804",28.572547,-81.386073
46124120," 2001 Harrison Ave, Orlando, FL 32804",28.56963,-81.383458
46124122," 1919 Harrison Ave, Orlando, FL 32804",28.569214,-81.383405
46124130," 305 NW Ivanhoe Blvd, Orlando, FL 32804",28.567125,-81.38345
46124135," 1811 Elizabeth Ave, Orlando, FL 32804",28.568201,-81.384885
46124143," 1832 Harrison Ave, Orlando, FL 32804",28.568477,-81.384052
46124144," 1900 Harrison Ave, Orlando, FL 32804",28.568615,-81.384097
46124155," 2023 Elizabeth Ave, Orlando, FL 32804",28.570373,-81.384487
46124157," 2015 Elizabeth Ave, Orlando, FL 32804",28.57003,-81.384487
46124165," 2024 Harrison Ave, Orlando, FL 32804",28.570317,-81.384009
46124183," 401 NW Ivanhoe Blvd, Orlando, FL 32804",28.567981,-81.384925
46124202," 743 W Winter Park St, Orlando, FL 32804",28.575537,-81.391294
46124212," 748 W Winter Park St, Orlando, FL 32804",28.575024,-81.391468
46124213," 800 W Winter Park St, Orlando, FL 32804",28.575021,-81.391728
46124217," 828 W Winter Park St, Orlando, FL 32804",28.57501,-81.392663
46124219," 840 W Winter Park St, Orlando, FL 32804",28.575005,-81.39313
46124222," 2320 Elizabeth Ave, Orlando, FL 32804",28.572719,-81.385203
46124231," 203 W Spruce St, Orlando, FL 32804",28.576122,-81.381653
46124235," 225 W Spruce St, Orlando, FL 32804",28.57581,-81.38176
46124241," 210 W Spruce St, Orlando, FL 32804",28.575491,-81.381828
46124249," 42 E Yale St, Orlando, FL 32804",28.569264,-81.377416
46124255," 12 E Yale St, Orlando, FL 32804",28.569253,-81.378537
46124272," 16 E Vanderbilt St, Orlando, FL 32804",28.568333,-81.378432
46124277," 11 E New Hampshire St, Orlando, FL 32804",28.567969,-81.378528
46124280," 33 E New Hampshire St, Orlando, FL 32804",28.567958,-81.377649
46124281," 45 E New Hampshire St, Orlando, FL 32804",28.567876,-81.377301
46124282," 2415 Eaton Ln, Orlando, FL 32804",28.573431,-81.392419
46130695," 1026 W Par St, Orlando, FL 32804",28.581586,-81.396206
46130702," 427 Hazel Ct, Orlando, FL 32804",28.579047,-81.384897
46130705," 3020 Harrison Ave, Orlando, FL 32804",28.579138,-81.384133
46130710," 3001 Greens Ave, Orlando, FL 32804",28.578047,-81.38542
46130719," 2703 Ardsley Dr, Orlando, FL 32804",28.576778,-81.398684
46130735," 1433 Roosevelt St, Orlando, FL 32804",28.577452,-81.401408
46130745," 2708 Ardsley Dr, Orlando, FL 32804",28.576889,-81.398922
46130748," 1348 Roosevelt St, Orlando, FL 32804",28.577136,-81.399769
46130755," 1434 Roosevelt St, Orlando, FL 32804",28.576955,-81.401403
46130758," 1433 Cumbie St, Orlando, FL 32804",28.576612,-81.401398
46130768," 2632 Ardsley Dr, Orlando, FL 32804",28.5762,-81.39906
46130771," 1354 Cumbie St, Orlando, FL 32804",28.576193,-81.40001
46130776," 1434 Cumbie St, Orlando, FL 32804",28.576203,-81.401172
46130785," 1401 Quailey St, Orlando, FL 32804",28.575806,-81.400237
46130787," 1347 Quailey St, Orlando, FL 32804",28.575657,-81.39975
46130792," 1338 Quailey St, Orlando, FL 32804",28.57549,-81.399504
46130801," 1440 Quailey St, Orlando, FL 32804",28.575423,-81.401743
46130810," 1341 Bryn Mawr St, Orlando, FL 32804",28.574828,-81.399713
46130818," 1408 Knollwood St, Orlando, FL 32804",28.578771,-81.400442
46130831," 1355 Fairview St, Orlando, FL 32804",28.57817,-81.399958
46130840," 1437 Knollwood St, Orlando, FL 32804",28.578978,-81.401783
46130844," 1409 Knollwood St, Orlando, FL 32804",28.579118,-81.400741
46130850," 1410 Maury Rd, Orlando, FL 32804",28.580603,-81.4008
46130851," 1416 Maury Rd, Orlando, FL 32804",28.580555,-81.401037
46130857," 1421 Manchester St, Orlando, FL 32804",28.579944,-81.401087
46130876," 1314 Maury Rd, Orlando, FL 32804",28.581701,-81.398834
46130879," 1325 Maury Rd, Orlando, FL 32804",28.581653,-81.399894
46130886," 1427 Maury Rd, Orlando, FL 32804",28.580702,-81.401566
46130923," 1603 Tulane St, Orlando, FL 32804",28.574187,-81.402254
46130929," 1608 Tulane St, Orlando, FL 32804",28.573736,-81.40284
46130930," 1610 Tulane St, Orlando, FL 32804",28.573734,-81.40304
46130937," 1624 Tulane St, Orlando, FL 32804",28.573959,-81.40251
46130943," 3106 N Rio Grande Ave, Orlando, FL 32804",28.579751,-81.402228
46130946," 1623 Knollwood Cir, Orlando, FL 32804",28.580054,-81.402608
46130950," 1641 Knollwood Cir, Orlando, FL 32804",28.58054,-81.403385
46130957," 1663 Knollwood Cir, Orlando, FL 32804",28.580572,-81.404651
46130959," 3122 Knollwood Cir, Orlando, FL 32804",28.580282,-81.404948
46130960," 3116 Knollwood Cir, Orlando, FL 32804",28.580049,-81.404957
46130961," 3114 Knollwood Cir, Orlando, FL 32804",28.579904,-81.404999
46130962," 3110 Knollwood Cir, Orlando, FL 32804",28.579757,-81.405259
46130968," 3006 Knollwood Cir, Orlando, FL 32804",28.578611,-81.405177
46130976," 1632 Knollwood Cir, Orlando, FL 32804",28.579907,-81.403265
46130979," 1618 Knollwood Cir, Orlando, FL 32804",28.579531,-81.402832
46130981," 1608 Knollwood Cir, Orlando, FL 32804",28.57928,-81.402544
46130984," 3010 N Rio Grande Ave, Orlando, FL 32804",28.579006,-81.402081
46130986," 3000 N Rio Grande Ave, Orlando, FL 32804",28.578401,-81.402042
46130988," 1615 Crestwood Dr, Orlando, FL 32804",28.578817,-81.402424
46130995," 1641 Crestwood Dr, Orlando, FL 32804",28.579692,-81.403407
46131000," 3121 Knollwood Cir, Orlando, FL 32804",28.580102,-81.404656
46131003," 1646 Crestwood Dr, Orlando, FL 32804",28.57961,-81.404171
46131017," 1605 Pinewood Dr, Orlando, FL 32804",28.578609,-81.4038
46131018," 1609 Pinewood Dr, Orlando, FL 32804",28.578755,-81.403882
46131020," 1639 Pinewood Dr, Orlando, FL 32804",28.579143,-81.404031
46131024," 3109 Knollwood Cir, Orlando, FL 32804",28.579574,-81.404762
46131033," 3007 Knollwood Cir, Orlando, FL 32804",28.578649,-81.404608
46131050," 1516 Wilson Ave, Orlando, FL 32804",28.574927,-81.402806
46131053," 1601 Bryn Mawr St, Orlando, FL 32804",28.574853,-81.40219
46131055," 2610 N Rio Grande Ave, Orlando, FL 32804",28.575828,-81.4022
46131057," 2600 N Rio Grande Ave, Orlando, FL 32804",28.575375,-81.40211
46131059," 2607 Coolidge Ave, Orlando, FL 32804",28.575437,-81.402655
46131063," 2621 Coolidge Ave, Orlando, FL 32804",28.576092,-81.40278
46131064," 2615 Coolidge Ave, Orlando, FL 32804",28.575973,-81.402778
46131066," 2744 N Rio Grande Ave, Orlando, FL 32804",28.577035,-81.402214
46131070," 1503 Cumbie Ave, Orlando, FL 32804",28.576448,-81.402308
46131103," 1229 Bryn Mawr St, Orlando, FL 32804",28.575282,-81.397677
46131116," 2512 N Westmoreland Dr, Orlando, FL 32804",28.574222,-81.393884
46131117," 2510 N Westmoreland Dr, Orlando, FL 32804",28.574085,-81.393882
46131119," 2500 N Westmoreland Dr, Orlando, FL 32804",28.573741,-81.393877
46131123," 1005 Vassar St, Orlando, FL 32804",28.573163,-81.393907
46131124," 1011 Vassar St, Orlando, FL 32804",28.573194,-81.394063
46131126," 1017 Vassar St, Orlando, FL 32804",28.573157,-81.394425
46131132," 2417 Reading Dr, Orlando, FL 32804",28.573572,-81.395373
46131133," 2501 Reading Dr, Orlando, FL 32804",28.573725,-81.395348
46131138," 1004 Eastern Way, Orlando, FL 32804",28.573494,-81.394501
46131139," 1001 Eastern Way, Orlando, FL 32804",28.573605,-81.394296
46131147," 1102 Bryn Mawr St, Orlando, FL 32804",28.574507,-81.394967
46131159," 1135 Western Way, Orlando, FL 32804",28.574187,-81.396339
46131164," 1158 Western Way, Orlando, FL 32804",28.573449,-81.396778
46131170," 2424 Reading Dr, Orlando, FL 32804",28.573782,-81.395953
46131178," 1201 Vassar St, Orlando, FL 32804",28.573161,-81.396637
46131184," 2415 Northumberland Ave, Orlando, FL 32804",28.573488,-81.397447
46131191," 1306 Bryn Mawr St, Orlando, FL 32804",28.574338,-81.39822
46131195," 1342 Bryn Mawr St, Orlando, FL 32804",28.574321,-81.399443
46131198," 1341 Radclyffe Rd, Orlando, FL 32804",28.573967,-81.399436
46131202," 1309 Radclyffe Rd, Orlando, FL 32804",28.57398,-81.398462
46131219," 1301 Vassar St, Orlando, FL 32804",28.573122,-81.397938
46131225," 1240 Alexandra Ct, Orlando, FL 32804",28.581698,-81.397541
46131227," 1224 Alexandra Ct, Orlando, FL 32804",28.581743,-81.397143
46166583," 954 N Texas Ave, Orlando, FL 32804",28.557938,-81.410161
46166706," 1412 Symphony Ct, Orlando, FL 32804",28.559413,-81.413734
46166713," 1406 Sovereign Ct, Orlando, FL 32804",28.559218,-81.412758
46166714," 1408 Sovereign Ct, Orlando, FL 32804",28.559496,-81.412797
46166717," 1409 Sovereign Ct, Orlando, FL 32804",28.559478,-81.412342
46166724," 1417 Charta Ct, Orlando, FL 32804",28.559778,-81.411393
46166732," 1416 Magna Ct, Orlando, FL 32804",28.559765,-81.410935
46166733," 1415 Magna Ct, Orlando, FL 32804",28.55983,-81.410287
46166736," 2305 Forest Club Dr, Orlando, FL 32804",28.558685,-81.410074
46173582," 1300 Shady Lane Dr, Orlando, FL",28.56422,-81.397834
46173585," 1326 Shady Lane Dr, Orlando, FL 32804",28.564228,-81.398579
46173586," 1301 Shady Lane Dr, Orlando, FL 32804",28.564614,-81.397696
46173598," 1501 Beardall Rd, Orlando, FL 32804",28.564801,-81.399633
46173611," 1600 Northumberland Ave, Orlando, FL 32804",28.5659,-81.397847
46173617," 1614 Hart Ln, Orlando, FL 32804",28.566294,-81.398306
46173623," 1609 Florinda Dr, Orlando, FL 32804",28.56613,-81.398824
46173635," 1424 Yates St, Orlando, FL 32804",28.566183,-81.400191
46173649," 1441 Yates St, Orlando, FL 32804",28.56658,-81.400746
46173654," 1424 Dann St, Orlando, FL 32804",28.566842,-81.40018
46173668," 1410 W New Hampshire St, Orlando, FL 32804",28.56724,-81.399478
46173672," 1710 Northumberland Ave, Orlando, FL 32804",28.566898,-81.397856
46173686," 1400 Spring Lake Dr, Orlando, FL 32804",28.553877,-81.400927
46173696," 1500 Spring Lake Dr, Orlando, FL 32804",28.554097,-81.401598
46173699," 1720 Espanola Dr, Orlando, FL 32804",28.554581,-81.402331
46173709," 1712 Spring Lake Dr, Orlando, FL 32804",28.556539,-81.402243
46173711," 1007 Valencia Ave, Orlando, FL 32804",28.55628,-81.402912
46173722," 1814 Biscayne Dr, Orlando, FL 32804",28.553556,-81.40315
46173726," 1801 Biscayne Dr, Orlando, FL 32804",28.554077,-81.40286
46173737," 931 Ventura Ave, Orlando, FL 32804",28.555787,-81.404151
46173747," 1920 Espanola Dr, Orlando, FL 32804",28.554505,-81.405527
46173753," 930 Ventura Ave, Orlando, FL 32804",28.555782,-81.404853
46173762," 1002 Valencia Ave, Orlando, FL 32804",28.556357,-81.403101
46173771," 2012 S Countryside Cir, Orlando, FL 32804",28.555369,-81.406394
46173783," 2043 N Countryside Cir, Orlando, FL 32804",28.556297,-81.409803
46173800," 2041 N Countryside Cir, Orlando, FL 32804",28.556315,-81.409804
46173805," 2010 N Countryside Cir, Orlando, FL 32804",28.556284,-81.409382
46173815," 2051 N Countryside Cir, Orlando, FL 32804",28.556223,-81.409803
46173819," 2046 N Countryside Cir, Orlando, FL 32804",28.556287,-81.40957
46173870," 1878 Turnberry Ter, Orlando, FL 32804",28.563885,-81.405569
46173873," 1866 Turnberry Ter, Orlando, FL 32804",28.563894,-81.404859
46173879," 1800 Turnberry Ter, Orlando, FL 32804",28.563878,-81.40422
46173880," 1792 Turnberry Ter, Orlando, FL 32804",28.564038,-81.404017
46173881," 1780 Turnberry Ter, Orlando, FL 32804",28.564012,-81.403885
46173882," 1776 Turnberry Ter, Orlando, FL 32804",28.563883,-81.40369
46173883," 1768 Turnberry Ter, Orlando, FL 32804",28.564023,-81.40353
46173889," 1769 Turnberry Ter, Orlando, FL 32804",28.564525,-81.40354
46173892," 1413 Glen Eagles Way, Orlando, FL 32804",28.564338,-81.403875
46173900," 1881 Turnberry Ter, Orlando, FL 32804",28.56442,-81.405197
46173914," 2160 Countryside Ct, Orlando, FL 32804",28.555673,-81.409097
46173926," 1330 Golfview St, Orlando, FL 32804",28.563626,-81.399024
46173927," 1314 Golfview St, Orlando, FL 32804",28.563479,-81.398278
46173930," 1311 Edgewater Ct, Orlando, FL 32804",28.563208,-81.398257
46173932," 1249 Norwood Pl, Orlando, FL 32804",28.56215,-81.397578
46173936," 1306 Edgewater Ct, Orlando, FL 32804",28.562902,-81.398511
46173949," 1227 Country Club Dr, Orlando, FL 32804",28.560288,-81.397001
46173954," 910 N Westmoreland Dr, Orlando, FL 32804",28.5575,-81.393732
46173956," 902 N Westmoreland Dr, Orlando, FL 32804",28.557165,-81.393869
46173962," 1011 Seville Pl, Orlando, FL 32804",28.558301,-81.394004
46173970," 1146 Overbrook Dr, Orlando, FL 32804",28.558482,-81.394875
46173974," 1002 Edgewater Ct, Orlando, FL 32804",28.558776,-81.395988
46173975," 1006 Edgewater Ct, Orlando, FL 32804",28.558888,-81.396038
46173977," 1014 Edgewater Ct, Orlando, FL 32804",28.559135,-81.396207
46173984," 1023 Edgewater Ct, Orlando, FL 32804",28.559513,-81.395985
46173985," 1029 Edgewater Ct, Orlando, FL 32804",28.559677,-81.3961
46173992," 1141 Overbrook Dr, Orlando, FL 32804",28.559357,-81.395444
46173996," 1201 Country Club Dr, Orlando, FL 32804",28.560461,-81.395726
46173997," 1137 Country Club Dr, Orlando, FL 32804",28.560435,-81.39543
46173999," 1125 Country Club Dr, Orlando, FL 32804",28.560394,-81.394755
46174000," 1010 N Lake Adair Blvd, Orlando, FL 32804",28.560926,-81.392542
46174003," 1132 Reading Dr, Orlando, FL 32804",28.560946,-81.395201
46174009," 1245 Audubon Pl, Orlando, FL 32804",28.561144,-81.396884
46174012," 1225 Audubon Pl, Orlando, FL 32804",28.561209,-81.396121
46174016," 1210 Norwood Pl, Orlando, FL 32804",28.561783,-81.395824
46174018," 1224 Norwood Pl, Orlando, FL 32804",28.561914,-81.396405
46174019," 1230 Norwood Pl, Orlando, FL 32804",28.561916,-81.396604
46174026," 1215 Norwood Pl, Orlando, FL 32804",28.562089,-81.396179
46174030," 1230 Mercedes Pl, Orlando, FL 32804",28.562657,-81.396355
46174040," 1253 Mercedes Pl, Orlando, FL 32804",28.563039,-81.397192
46174041," 1249 Mercedes Pl, Orlando, FL 32804",28.563028,-81.396954
46174051," 1218 Golfview St, Orlando, FL 32804",28.563451,-81.396478
46174052," 1222 Golfview St, Orlando, FL 32804",28.563486,-81.396662
46174058," 1125 Reading Dr, Orlando, FL 32804",28.56113,-81.3948
46174059," 1135 Reading Dr, Orlando, FL 32804",28.561313,-81.394972
46174063," 1209 Reading Dr, Orlando, FL 32804",28.5622,-81.395432
46174065," 1305 Reading Dr, Orlando, FL 32804",28.562657,-81.395485
46174068," 1321 Reading Dr, Orlando, FL 32804",28.56323,-81.39531
46174072," 1316 Belleaire Cir, Orlando, FL 32804",28.563322,-81.394903
46174082," 1119 Belleaire Cir, Orlando, FL 32804",28.561801,-81.394141
46174095," 1312 N Westmoreland Dr, Orlando, FL 32804",28.563123,-81.393785
46174097," 1220 N Westmoreland Dr, Orlando, FL 32804",28.562793,-81.393781
46174098," 1218 N Westmoreland Dr, Orlando, FL 32804",28.562627,-81.393853
46174099," 1212 N Westmoreland Dr, Orlando, FL 32804",28.562463,-81.393841
46174102," 1114 Seville Pl, Orlando, FL 32804",28.557552,-81.395263
46174109," 1031 Yates St, Orlando, FL 32804",28.566794,-81.394813
46174123," 1112 Yates St, Orlando, FL 32804",28.566254,-81.395305
46174152," 1200 W New Hampshire St, Orlando, FL 32804",28.567147,-81.396434
46174154," 1218 W New Hampshire St, Orlando, FL 32804",28.567139,-81.397109
46174155," 1226 W New Hampshire St, Orlando, FL 32804",28.567136,-81.397421
46174156," 1225 Yates St, Orlando, FL 32804",28.566767,-81.39734
46174162," 1123 Yates St, Orlando, FL 32804",28.566784,-81.395755
46174173," 1203 Guernsey St, Orlando, FL 32804",28.565871,-81.396484
46174175," 1137 Guernsey St, Orlando, FL 32804",28.565873,-81.396261
46174180," 1208 Guernsey St, Orlando, FL 32804",28.565306,-81.39673
46174181," 1218 Guernsey St, Orlando, FL 32804",28.565328,-81.397146
46174182," 1224 Guernsey St, Orlando, FL 32804",28.565325,-81.397354
46174186," 1207 Shady Lane Dr, Orlando, FL 32804",28.56499,-81.396665
46174188," 1135 Shady Lane Dr, Orlando, FL 32804",28.564968,-81.396209
46174194," 1138 Shady Lane Dr, Orlando, FL 32804",28.564408,-81.396348
46174196," 1210 Shady Lane Dr, Orlando, FL 32804",28.564404,-81.396739
46174213," 742 N Westmoreland Dr, Orlando, FL 32804",28.554505,-81.393787
46174236," 751 Ellwood Ave, Orlando, FL 32804",28.5548,-81.394319
46174237," 747 Ellwood Ave, Orlando, FL 32804",28.554675,-81.394258
46174241," 715 Ellwood Ave, Orlando, FL 32804",28.553708,-81.394243
46174263," 833 Ellwood Ave, Orlando, FL 32804",28.556979,-81.394487
46174266," 1023 Atkins Pl, Orlando, FL 32804",28.556967,-81.39429
46174269," 1017 Atkins Pl, Orlando, FL 32804",28.556846,-81.394126
46174270," 1207 Spring Lake Dr, Orlando, FL 32804",28.555913,-81.395975
46174273," 1241 Spring Lake Dr, Orlando, FL 32804",28.555835,-81.397563
46174276," 1263 Spring Lake Dr, Orlando, FL 32804",28.555126,-81.397982
46174277," 1271 Spring Lake Dr, Orlando, FL 32804",28.555079,-81.398305
46174279," 1317 Spring Lake Dr, Orlando, FL 32804",28.554153,-81.398755
46174286," 1258 Spring Lake Dr, Orlando, FL 32804",28.554571,-81.39749
46174287," 737 Springdale Rd, Orlando, FL 32804",28.554367,-81.397796
46174288," 1247 Golden Ln, Orlando, FL 32804",28.55395,-81.3974
46174304," 1216 Golden Ln, Orlando, FL 32804",28.553733,-81.39629
46174306," 714 Springdale Rd, Orlando, FL 32804",28.553484,-81.397488
46174307," 722 Springdale Rd, Orlando, FL 32804",28.553786,-81.397752
46174309," 1314 Spring Lake Dr, Orlando, FL 32804",28.55397,-81.398567
46174328," 2029 Forest Club Dr, Orlando, FL 32804",28.559927,-81.407045
46174330," 2134 Forest Club Dr, Orlando, FL 32804",28.558423,-81.409283
46174331," 2122 Forest Club Dr, Orlando, FL 32804",28.558669,-81.408897
46174338," 2026 Forest Club Dr, Orlando, FL 32804",28.559391,-81.407134
46174355," 2118 Companero Ave, Orlando, FL 32804",28.55777,-81.408498
46174358," 2042 Companero Ave, Orlando, FL 32804",28.558063,-81.407714
46174369," 2037 Siesta Ln, Orlando, FL 32804",28.557713,-81.407591
46174372," 2053 Siesta Ln, Orlando, FL 32804",28.557161,-81.408121
46174375," 2131 Alameda St, Orlando, FL 32804",28.557157,-81.408998
46174377," 2147 Alameda St, Orlando, FL 32804",28.557153,-81.409574
46174383," 2021 Alameda St, Orlando, FL 32804",28.557209,-81.406881
46174388," 2116 Alameda St, Orlando, FL 32804",28.556652,-81.408437
46174391," 2040 Alameda St, Orlando, FL 32804",28.556658,-81.407596
46174403," 1205 Country Ln, Orlando, FL 32804",28.558034,-81.405935
46174410," 1334 W New Hampshire St, Orlando, FL 32804",28.567145,-81.398942
46174415," 1718 Hart Ln, Orlando, FL 32804",28.566887,-81.398504
46182270," 1216 Eastin Ave, Orlando, FL 32804",28.56169,-81.388638
46182271," 1220 Eastin Ave, Orlando, FL 32804",28.561978,-81.38857
46182272," 1219 Eastin Ave, Orlando, FL",28.561963,-81.387994
46182277," 1222 Latta Ln, Orlando, FL 32804",28.561993,-81.387424
46182289," 530 Lakeview St, Orlando, FL 32804",28.558432,-81.386863
46182290," 526 Lakeview St, Orlando, FL 32804",28.55869,-81.386606
46182293," 906 Shady Lane Dr, Orlando, FL 32804",28.564428,-81.392194
46182296," 918 Shady Lane Dr, Orlando, FL 32804",28.564416,-81.392634
46182298," 1419 N Westmoreland Dr, Orlando, FL 32804",28.56455,-81.393118
46182301," 901 Golfview St, Orlando, FL 32804",28.564154,-81.391997
46182314," 735 Cordova Dr, Orlando, FL 32804",28.554267,-81.391406
46182316," 803 Cordova Dr, Orlando, FL 32804",28.554781,-81.391415
46182325," 1410 Clouser Ave, Orlando, FL 32804",28.564329,-81.391787
46182341," 1302 Eastin Ave, Orlando, FL 32804",28.562737,-81.388452
46182342," 1306 Eastin Ave, Orlando, FL 32804",28.562857,-81.388593
46182344," 1314 Eastin Ave, Orlando, FL 32804",28.563132,-81.388596
46182347," 1326 Eastin Ave, Orlando, FL 32804",28.563545,-81.388602
46182353," 509 Greely St, Orlando, FL 32804",28.56373,-81.386135
46182355," 517 Greely St, Orlando, FL 32804",28.563764,-81.386441
46182359," 539 Greely St, Orlando, FL 32804",28.563743,-81.38726
46182360," 605 Greely St, Orlando, FL 32804",28.56374,-81.387478
